bar_idx,replay_idx,close_time_iso,close_price,signal,target_exposure,action,order_status,fill_price,fill_qty
18162,0,2025-11-30T07:59Z,90968.16,none,,HOLD,,,
18163,1,2025-11-30T11:59Z,91048.78,none,,HOLD,,,
18164,2,2025-11-30T15:59Z,91435.31,none,,HOLD,,,
18165,3,2025-11-30T19:59Z,91460.79,none,,HOLD,,,
18166,4,2025-11-30T23:59Z,90360.0,none,,HOLD,,,
18167,5,2025-12-01T03:59Z,86346.13,none,,HOLD,,,
18168,6,2025-12-01T07:59Z,86550.3,none,,HOLD,,,
18169,7,2025-12-01T11:59Z,86149.15,none,,HOLD,,,
18170,8,2025-12-01T15:59Z,84677.87,none,,HOLD,,,
18171,9,2025-12-01T19:59Z,85024.5,none,,HOLD,,,
18172,10,2025-12-01T23:59Z,86286.01,none,,HOLD,,,
18173,11,2025-12-02T03:59Z,86976.99,none,,HOLD,,,
18174,12,2025-12-02T07:59Z,87012.65,none,,HOLD,,,
18175,13,2025-12-02T11:59Z,87368.92,none,,HOLD,,,
18176,14,2025-12-02T15:59Z,90850.01,none,,HOLD,,,
18177,15,2025-12-02T19:59Z,91903.39,none,,HOLD,,,
18178,16,2025-12-02T23:59Z,91277.88,none,,HOLD,,,
18179,17,2025-12-03T03:59Z,92628.91,none,,HOLD,,,
18180,18,2025-12-03T07:59Z,92999.99,none,,HOLD,,,
18181,19,2025-12-03T11:59Z,93005.68,none,,HOLD,,,
18182,20,2025-12-03T15:59Z,92373.3,none,,HOLD,,,
18183,21,2025-12-03T19:59Z,93024.99,none,,HOLD,,,
18184,22,2025-12-03T23:59Z,93429.95,none,,HOLD,,,
18185,23,2025-12-04T03:59Z,93543.04,none,,HOLD,,,
18186,24,2025-12-04T07:59Z,93397.67,none,,HOLD,,,
18187,25,2025-12-04T11:59Z,92948.31,none,,HOLD,,,
18188,26,2025-12-04T15:59Z,92971.49,none,,HOLD,,,
18189,27,2025-12-04T19:59Z,91975.44,none,,HOLD,,,
18190,28,2025-12-04T23:59Z,92078.06,none,,HOLD,,,
18191,29,2025-12-05T03:59Z,92142.75,none,,HOLD,,,
18192,30,2025-12-05T07:59Z,92258.65,none,,HOLD,,,
18193,31,2025-12-05T11:59Z,91351.43,none,,HOLD,,,
18194,32,2025-12-05T15:59Z,90459.35,none,,HOLD,,,
18195,33,2025-12-05T19:59Z,89629.26,none,,HOLD,,,
18196,34,2025-12-05T23:59Z,89330.04,none,,HOLD,,,
18197,35,2025-12-06T03:59Z,89688.35,none,,HOLD,,,
18198,36,2025-12-06T07:59Z,89597.13,none,,HOLD,,,
18199,37,2025-12-06T11:59Z,89631.28,none,,HOLD,,,
18200,38,2025-12-06T15:59Z,89758.77,none,,HOLD,,,
18201,39,2025-12-06T19:59Z,89405.64,none,,HOLD,,,
18202,40,2025-12-06T23:59Z,89236.79,none,,HOLD,,,
18203,41,2025-12-07T03:59Z,89722.37,none,,HOLD,,,
18204,42,2025-12-07T07:59Z,89379.72,none,,HOLD,,,
18205,43,2025-12-07T11:59Z,89149.18,none,,HOLD,,,
18206,44,2025-12-07T15:59Z,89554.52,none,,HOLD,,,
18207,45,2025-12-07T19:59Z,91425.52,none,,HOLD,,,
18208,46,2025-12-07T23:59Z,90395.31,none,,HOLD,,,
18209,47,2025-12-08T03:59Z,91068.29,none,,HOLD,,,
18210,48,2025-12-08T07:59Z,91565.46,none,,HOLD,,,
18211,49,2025-12-08T11:59Z,91968.29,none,,HOLD,,,
18212,50,2025-12-08T15:59Z,89961.37,none,,HOLD,,,
18213,51,2025-12-08T19:59Z,90124.48,none,,HOLD,,,
18214,52,2025-12-08T23:59Z,90634.34,none,,HOLD,,,
18215,53,2025-12-09T03:59Z,90405.01,none,,HOLD,,,
18216,54,2025-12-09T07:59Z,90496.8,none,,HOLD,,,
18217,55,2025-12-09T11:59Z,90384.55,none,,HOLD,,,
18218,56,2025-12-09T15:59Z,92707.51,none,,HOLD,,,
18219,57,2025-12-09T19:59Z,93800.83,none,,HOLD,,,
18220,58,2025-12-09T23:59Z,92678.8,none,,HOLD,,,
18221,59,2025-12-10T03:59Z,92410.62,none,,HOLD,,,
18222,60,2025-12-10T07:59Z,92782.91,none,,HOLD,,,
18223,61,2025-12-10T11:59Z,92120.45,none,,HOLD,,,
18224,62,2025-12-10T15:59Z,92063.69,none,,HOLD,,,
18225,63,2025-12-10T19:59Z,92957.67,none,,HOLD,,,
18226,64,2025-12-10T23:59Z,92015.37,none,,HOLD,,,
18227,65,2025-12-11T03:59Z,89880.01,none,,HOLD,,,
18228,66,2025-12-11T07:59Z,90272.75,none,,HOLD,,,
18229,67,2025-12-11T11:59Z,90242.35,none,,HOLD,,,
18230,68,2025-12-11T15:59Z,89872.51,none,,HOLD,,,
18231,69,2025-12-11T19:59Z,90839.81,none,,HOLD,,,
18232,70,2025-12-11T23:59Z,92513.38,none,,HOLD,,,
18233,71,2025-12-12T03:59Z,92283.4,none,,HOLD,,,
18234,72,2025-12-12T07:59Z,92425.34,none,,HOLD,,,
18235,73,2025-12-12T11:59Z,92418.19,none,,HOLD,,,
18236,74,2025-12-12T15:59Z,89935.14,none,,HOLD,,,
18237,75,2025-12-12T19:59Z,90198.22,none,,HOLD,,,
18238,76,2025-12-12T23:59Z,90268.42,none,,HOLD,,,
18239,77,2025-12-13T03:59Z,90345.54,none,,HOLD,,,
18240,78,2025-12-13T07:59Z,90329.97,none,,HOLD,,,
18241,79,2025-12-13T11:59Z,90330.36,none,,HOLD,,,
18242,80,2025-12-13T15:59Z,90092.16,none,,HOLD,,,
18243,81,2025-12-13T19:59Z,90178.16,none,,HOLD,,,
18244,82,2025-12-13T23:59Z,90240.01,none,,HOLD,,,
18245,83,2025-12-14T03:59Z,90258.98,none,,HOLD,,,
18246,84,2025-12-14T07:59Z,90245.6,none,,HOLD,,,
18247,85,2025-12-14T11:59Z,89360.0,none,,HOLD,,,
18248,86,2025-12-14T15:59Z,89022.91,none,,HOLD,,,
18249,87,2025-12-14T19:59Z,88644.88,none,,HOLD,,,
18250,88,2025-12-14T23:59Z,88172.17,none,,HOLD,,,
18251,89,2025-12-15T03:59Z,89282.6,none,,HOLD,,,
18252,90,2025-12-15T07:59Z,89753.42,none,,HOLD,,,
18253,91,2025-12-15T11:59Z,89641.28,none,,HOLD,,,
18254,92,2025-12-15T15:59Z,87033.22,none,,HOLD,,,
18255,93,2025-12-15T19:59Z,86149.96,none,,HOLD,,,
18256,94,2025-12-15T23:59Z,86432.08,none,,HOLD,,,
18257,95,2025-12-16T03:59Z,85875.92,none,,HOLD,,,
18258,96,2025-12-16T07:59Z,86021.51,none,,HOLD,,,
18259,97,2025-12-16T11:59Z,87261.45,none,,HOLD,,,
18260,98,2025-12-16T15:59Z,87977.43,none,,HOLD,,,
18261,99,2025-12-16T19:59Z,87585.77,none,,HOLD,,,
18262,100,2025-12-16T23:59Z,87863.42,none,,HOLD,,,
18263,101,2025-12-17T03:59Z,87213.59,none,,HOLD,,,
18264,102,2025-12-17T07:59Z,87045.59,none,,HOLD,,,
18265,103,2025-12-17T11:59Z,86983.26,none,,HOLD,,,
18266,104,2025-12-17T15:59Z,87233.44,none,,HOLD,,,
18267,105,2025-12-17T19:59Z,86018.53,none,,HOLD,,,
18268,106,2025-12-17T23:59Z,86243.22,none,,HOLD,,,
18269,107,2025-12-18T03:59Z,86618.34,none,,HOLD,,,
18270,108,2025-12-18T07:59Z,86833.84,none,,HOLD,,,
18271,109,2025-12-18T11:59Z,87300.74,none,,HOLD,,,
18272,110,2025-12-18T15:59Z,88513.44,none,,HOLD,,,
18273,111,2025-12-18T19:59Z,84483.79,none,,HOLD,,,
18274,112,2025-12-18T23:59Z,85516.41,none,,HOLD,,,
18275,113,2025-12-19T03:59Z,86891.39,none,,HOLD,,,
18276,114,2025-12-19T07:59Z,87953.4,none,,HOLD,,,
18277,115,2025-12-19T11:59Z,88198.7,none,,HOLD,,,
18278,116,2025-12-19T15:59Z,87951.87,none,,HOLD,,,
18279,117,2025-12-19T19:59Z,87845.92,none,,HOLD,,,
18280,118,2025-12-19T23:59Z,88136.94,none,,HOLD,,,
18281,119,2025-12-20T03:59Z,88214.98,none,,HOLD,,,
18282,120,2025-12-20T07:59Z,88275.41,none,,HOLD,,,
18283,121,2025-12-20T11:59Z,88277.66,none,,HOLD,,,
18284,122,2025-12-20T15:59Z,88178.71,none,,HOLD,,,
18285,123,2025-12-20T19:59Z,88232.92,none,,HOLD,,,
18286,124,2025-12-20T23:59Z,88360.9,none,,HOLD,,,
18287,125,2025-12-21T03:59Z,88070.64,none,,HOLD,,,
18288,126,2025-12-21T07:59Z,88174.79,none,,HOLD,,,
18289,127,2025-12-21T11:59Z,88601.57,none,,HOLD,,,
18290,128,2025-12-21T15:59Z,88067.95,none,,HOLD,,,
18291,129,2025-12-21T19:59Z,88484.01,none,,HOLD,,,
18292,130,2025-12-21T23:59Z,88658.86,none,,HOLD,,,
18293,131,2025-12-22T03:59Z,88774.12,none,,HOLD,,,
18294,132,2025-12-22T07:59Z,89170.1,none,,HOLD,,,
18295,133,2025-12-22T11:59Z,89945.43,none,,HOLD,,,
18296,134,2025-12-22T15:59Z,89726.92,none,,HOLD,,,
18297,135,2025-12-22T19:59Z,88052.43,none,,HOLD,,,
18298,136,2025-12-22T23:59Z,88620.79,none,,HOLD,,,
18299,137,2025-12-23T03:59Z,88170.0,none,,HOLD,,,
18300,138,2025-12-23T07:59Z,87574.79,none,,HOLD,,,
18301,139,2025-12-23T11:59Z,87856.65,none,,HOLD,,,
18302,140,2025-12-23T15:59Z,87443.45,none,,HOLD,,,
18303,141,2025-12-23T19:59Z,87752.87,none,,HOLD,,,
18304,142,2025-12-23T23:59Z,87486.0,none,,HOLD,,,
18305,143,2025-12-24T03:59Z,87336.23,none,,HOLD,,,
18306,144,2025-12-24T07:59Z,86911.53,none,,HOLD,,,
18307,145,2025-12-24T11:59Z,87203.94,none,,HOLD,,,
18308,146,2025-12-24T15:59Z,87049.99,none,,HOLD,,,
18309,147,2025-12-24T19:59Z,87566.06,none,,HOLD,,,
18310,148,2025-12-24T23:59Z,87669.45,none,,HOLD,,,
18311,149,2025-12-25T03:59Z,87840.42,none,,HOLD,,,
18312,150,2025-12-25T07:59Z,87837.59,none,,HOLD,,,
18313,151,2025-12-25T11:59Z,87519.44,none,,HOLD,,,
18314,152,2025-12-25T15:59Z,88371.27,none,,HOLD,,,
18315,153,2025-12-25T19:59Z,88151.18,none,,HOLD,,,
18316,154,2025-12-25T23:59Z,87225.27,none,,HOLD,,,
18317,155,2025-12-26T03:59Z,88844.87,none,,HOLD,,,
18318,156,2025-12-26T07:59Z,88470.75,none,,HOLD,,,
18319,157,2025-12-26T11:59Z,88533.42,none,,HOLD,,,
18320,158,2025-12-26T15:59Z,87137.81,none,,HOLD,,,
18321,159,2025-12-26T19:59Z,87501.83,none,,HOLD,,,
18322,160,2025-12-26T23:59Z,87369.56,none,,HOLD,,,
18323,161,2025-12-27T03:59Z,87514.22,none,,HOLD,,,
18324,162,2025-12-27T07:59Z,87539.26,none,,HOLD,,,
18325,163,2025-12-27T11:59Z,87475.98,none,,HOLD,,,
18326,164,2025-12-27T15:59Z,87551.25,none,,HOLD,,,
18327,165,2025-12-27T19:59Z,87569.39,none,,HOLD,,,
18328,166,2025-12-27T23:59Z,87877.01,none,,HOLD,,,
18329,167,2025-12-28T03:59Z,87740.01,none,,HOLD,,,
18330,168,2025-12-28T07:59Z,87730.85,none,,HOLD,,,
18331,169,2025-12-28T11:59Z,87883.25,none,,HOLD,,,
18332,170,2025-12-28T15:59Z,87836.27,none,,HOLD,,,
18333,171,2025-12-28T19:59Z,87520.75,none,,HOLD,,,
18334,172,2025-12-28T23:59Z,87952.71,none,,HOLD,,,
18335,173,2025-12-29T03:59Z,90123.55,none,,HOLD,,,
18336,174,2025-12-29T07:59Z,89617.71,none,,HOLD,,,
18337,175,2025-12-29T11:59Z,87567.66,none,,HOLD,,,
18338,176,2025-12-29T15:59Z,87691.62,none,,HOLD,,,
18339,177,2025-12-29T19:59Z,87366.23,none,,HOLD,,,
18340,178,2025-12-29T23:59Z,87237.13,none,,HOLD,,,
18341,179,2025-12-30T03:59Z,87379.0,none,,HOLD,,,
18342,180,2025-12-30T07:59Z,87502.85,none,,HOLD,,,
18343,181,2025-12-30T11:59Z,87903.89,none,,HOLD,,,
18344,182,2025-12-30T15:59Z,89016.35,none,,HOLD,,,
18345,183,2025-12-30T19:59Z,88226.16,none,,HOLD,,,
18346,184,2025-12-30T23:59Z,88485.49,none,,HOLD,,,
18347,185,2025-12-31T03:59Z,88453.04,none,,HOLD,,,
18348,186,2025-12-31T07:59Z,88613.12,none,,HOLD,,,
18349,187,2025-12-31T11:59Z,89011.52,none,,HOLD,,,
18350,188,2025-12-31T15:59Z,87953.97,none,,HOLD,,,
18351,189,2025-12-31T19:59Z,87541.85,none,,HOLD,,,
18352,190,2025-12-31T23:59Z,87648.22,none,,HOLD,,,
18353,191,2026-01-01T03:59Z,87846.02,none,,HOLD,,,
18354,192,2026-01-01T07:59Z,87631.88,none,,HOLD,,,
18355,193,2026-01-01T11:59Z,88024.64,none,,HOLD,,,
18356,194,2026-01-01T15:59Z,88032.18,none,,HOLD,,,
18357,195,2026-01-01T19:59Z,88391.15,none,,HOLD,,,
18358,196,2026-01-01T23:59Z,88839.04,none,,HOLD,,,
18359,197,2026-01-02T03:59Z,88950.65,none,,HOLD,,,
18360,198,2026-01-02T07:59Z,88857.61,none,,HOLD,,,
18361,199,2026-01-02T11:59Z,89502.95,none,,HOLD,,,
18362,200,2026-01-02T15:59Z,89418.11,none,,HOLD,,,
18363,201,2026-01-02T19:59Z,89897.23,none,,HOLD,,,
18364,202,2026-01-02T23:59Z,89995.13,none,,HOLD,,,
18365,203,2026-01-03T03:59Z,90321.22,vtrend_e5_ema21_d1_entry,1.0,BUY,FILLED,68212.13,0.00016
18366,204,2026-01-03T07:59Z,89577.13,none,,HOLD,,,
18367,205,2026-01-03T11:59Z,89752.74,none,,HOLD,,,
18368,206,2026-01-03T15:59Z,89969.31,none,,HOLD,,,
18369,207,2026-01-03T19:59Z,90123.77,none,,HOLD,,,
18370,208,2026-01-03T23:59Z,90628.01,none,,HOLD,,,
18371,209,2026-01-04T03:59Z,91236.78,none,,HOLD,,,
18372,210,2026-01-04T07:59Z,91532.0,none,,HOLD,,,
18373,211,2026-01-04T11:59Z,91300.0,none,,HOLD,,,
18374,212,2026-01-04T15:59Z,91334.94,none,,HOLD,,,
18375,213,2026-01-04T19:59Z,91138.07,none,,HOLD,,,
18376,214,2026-01-04T23:59Z,91529.73,none,,HOLD,,,
18377,215,2026-01-05T03:59Z,92878.22,none,,HOLD,,,
18378,216,2026-01-05T07:59Z,92520.63,none,,HOLD,,,
18379,217,2026-01-05T11:59Z,93134.26,none,,HOLD,,,
18380,218,2026-01-05T15:59Z,93957.73,none,,HOLD,,,
18381,219,2026-01-05T19:59Z,94303.4,none,,HOLD,,,
18382,220,2026-01-05T23:59Z,93859.71,none,,HOLD,,,
18383,221,2026-01-06T03:59Z,93769.24,none,,HOLD,,,
18384,222,2026-01-06T07:59Z,93255.08,none,,HOLD,,,
18385,223,2026-01-06T11:59Z,93840.0,none,,HOLD,,,
18386,224,2026-01-06T15:59Z,93648.99,none,,HOLD,,,
18387,225,2026-01-06T19:59Z,92104.5,none,,HOLD,,,
18388,226,2026-01-06T23:59Z,93747.97,none,,HOLD,,,
18389,227,2026-01-07T03:59Z,92815.83,none,,HOLD,,,
18390,228,2026-01-07T07:59Z,92879.13,none,,HOLD,,,
18391,229,2026-01-07T11:59Z,92087.21,none,,HOLD,,,
18392,230,2026-01-07T15:59Z,91349.96,vtrend_e5_ema21_d1_trail_stop,0.0,SELL,FILLED,68189.88,0.00016
18393,231,2026-01-07T19:59Z,91186.07,none,,HOLD,,,
18394,232,2026-01-07T23:59Z,91364.16,none,,HOLD,,,
18395,233,2026-01-08T03:59Z,90813.4,none,,HOLD,,,
18396,234,2026-01-08T07:59Z,90548.02,none,,HOLD,,,
18397,235,2026-01-08T11:59Z,90226.77,none,,HOLD,,,
18398,236,2026-01-08T15:59Z,90781.57,none,,HOLD,,,
18399,237,2026-01-08T19:59Z,90937.41,none,,HOLD,,,
18400,238,2026-01-08T23:59Z,91099.99,vtrend_e5_ema21_d1_entry,1.0,BUY,FILLED,68189.89,0.00016
18401,239,2026-01-09T03:59Z,91220.23,none,,HOLD,,,
18402,240,2026-01-09T07:59Z,90741.84,none,,HOLD,,,
18403,241,2026-01-09T11:59Z,90463.11,none,,HOLD,,,
18404,242,2026-01-09T15:59Z,91176.47,none,,HOLD,,,
18405,243,2026-01-09T19:59Z,90332.15,none,,HOLD,,,
18406,244,2026-01-09T23:59Z,90641.28,none,,HOLD,,,
18407,245,2026-01-10T03:59Z,90626.14,none,,HOLD,,,
18408,246,2026-01-10T07:59Z,90678.5,none,,HOLD,,,
18409,247,2026-01-10T11:59Z,90723.86,none,,HOLD,,,
18410,248,2026-01-10T15:59Z,90665.75,none,,HOLD,,,
