ts,invariant_name,details,strategy_id
1557619199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.504781; max_total_exposure=0.500000,candidate
1557633599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.507708; max_total_exposure=0.500000,candidate
1557647999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.518661; max_total_exposure=0.500000,candidate
1557662399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.508045; max_total_exposure=0.500000,candidate
1557691199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.503237; max_total_exposure=0.500000,candidate
1557705599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.500903; max_total_exposure=0.500000,candidate
1557719999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.502934; max_total_exposure=0.500000,candidate
1557734399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.502929; max_total_exposure=0.500000,candidate
1557748799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.509980; max_total_exposure=0.500000,candidate
1557763199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.528195; max_total_exposure=0.500000,candidate
1557777599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.530507; max_total_exposure=0.500000,candidate
1557791999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.528797; max_total_exposure=0.500000,candidate
1557806399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.533164; max_total_exposure=0.500000,candidate
1557820799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.545188; max_total_exposure=0.500000,candidate
1557835199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.537255; max_total_exposure=0.500000,candidate
1557849599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.533837; max_total_exposure=0.500000,candidate
1557863999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.527194; max_total_exposure=0.500000,candidate
1557878399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.533761; max_total_exposure=0.500000,candidate
1557889199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.533734; max_total_exposure=0.500000,candidate
1557907199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.533734; max_total_exposure=0.500000,candidate
1557921599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.533734; max_total_exposure=0.500000,candidate
1557935999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.535147; max_total_exposure=0.500000,candidate
1557950399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.540532; max_total_exposure=0.500000,candidate
1557964799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.540620; max_total_exposure=0.500000,candidate
1557979199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.542560; max_total_exposure=0.500000,candidate
1557993599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.535999; max_total_exposure=0.500000,candidate
1558007999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.531320; max_total_exposure=0.500000,candidate
1558022399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.535604; max_total_exposure=0.500000,candidate
1558036799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.530961; max_total_exposure=0.500000,candidate
1558051199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.531212; max_total_exposure=0.500000,candidate
1558065599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.514064; max_total_exposure=0.500000,candidate
1558915199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.500033; max_total_exposure=0.500000,candidate
1558929599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.501484; max_total_exposure=0.500000,candidate
1558943999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.502390; max_total_exposure=0.500000,candidate
1558958399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.502130; max_total_exposure=0.500000,candidate
1558972799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.505333; max_total_exposure=0.500000,candidate
1558987199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.504296; max_total_exposure=0.500000,candidate
1559001599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.504118; max_total_exposure=0.500000,candidate
1559015999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.504317; max_total_exposure=0.500000,candidate
1559030399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.503123; max_total_exposure=0.500000,candidate
1559044799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.503490; max_total_exposure=0.500000,candidate
1559059199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.502049; max_total_exposure=0.500000,candidate
1559073599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.502207; max_total_exposure=0.500000,candidate
1559087999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.502954; max_total_exposure=0.500000,candidate
1559102399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.500948; max_total_exposure=0.500000,candidate
1559131199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.500224; max_total_exposure=0.500000,candidate
1559145599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.501964; max_total_exposure=0.500000,candidate
1559159999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.501857; max_total_exposure=0.500000,candidate
1559174399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.500939; max_total_exposure=0.500000,candidate
1559188799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.501712; max_total_exposure=0.500000,candidate
1559203199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.502410; max_total_exposure=0.500000,candidate
1559217599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.503215; max_total_exposure=0.500000,candidate
1559231999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.509342; max_total_exposure=0.500000,candidate
1559246399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.500201; max_total_exposure=0.500000,candidate
1559462399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.502605; max_total_exposure=0.500000,candidate
1559476799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.503137; max_total_exposure=0.500000,candidate
1559491199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.501878; max_total_exposure=0.500000,candidate
1559505599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.501617; max_total_exposure=0.500000,candidate
1559519999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.503250; max_total_exposure=0.500000,candidate
1559534399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.501366; max_total_exposure=0.500000,candidate
1560671999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.505776; max_total_exposure=0.500000,candidate
1560686399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.501458; max_total_exposure=0.500000,candidate
1560700799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.504592; max_total_exposure=0.500000,candidate
1560743999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.502756; max_total_exposure=0.500000,candidate
1560758399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.502393; max_total_exposure=0.500000,candidate
1560772799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.505889; max_total_exposure=0.500000,candidate
1560787199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.503412; max_total_exposure=0.500000,candidate
1560801599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.506660; max_total_exposure=0.500000,candidate
1560815999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.507622; max_total_exposure=0.500000,candidate
1560830399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.505584; max_total_exposure=0.500000,candidate
1560844799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.501390; max_total_exposure=0.500000,candidate
1560859199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.503864; max_total_exposure=0.500000,candidate
1560873599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.501445; max_total_exposure=0.500000,candidate
1560887999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.501087; max_total_exposure=0.500000,candidate
1560902399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.501305; max_total_exposure=0.500000,candidate
1560916799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.502896; max_total_exposure=0.500000,candidate
1560931199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.503746; max_total_exposure=0.500000,candidate
1560945599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.502817; max_total_exposure=0.500000,candidate
1560959999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.501483; max_total_exposure=0.500000,candidate
1560974399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.502699; max_total_exposure=0.500000,candidate
1560988799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.506048; max_total_exposure=0.500000,candidate
1561003199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.508095; max_total_exposure=0.500000,candidate
1561017599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.505852; max_total_exposure=0.500000,candidate
1561031999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.505902; max_total_exposure=0.500000,candidate
1561046399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.509328; max_total_exposure=0.500000,candidate
1561060799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.512498; max_total_exposure=0.500000,candidate
1561075199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.513014; max_total_exposure=0.500000,candidate
1561089599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.519051; max_total_exposure=0.500000,candidate
1561103999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.518268; max_total_exposure=0.500000,candidate
1561118399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.520555; max_total_exposure=0.500000,candidate
1561132799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.520018; max_total_exposure=0.500000,candidate
1561147199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.522617; max_total_exposure=0.500000,candidate
1561161599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.529321; max_total_exposure=0.500000,candidate
1561175999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.539402; max_total_exposure=0.500000,candidate
1561190399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.541507; max_total_exposure=0.500000,candidate
1561204799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.546047; max_total_exposure=0.500000,candidate
1561219199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.544484; max_total_exposure=0.500000,candidate
1561233599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.541849; max_total_exposure=0.500000,candidate
1561247999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.542887; max_total_exposure=0.500000,candidate
1561262399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.544464; max_total_exposure=0.500000,candidate
1561276799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.543204; max_total_exposure=0.500000,candidate
1561291199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.541247; max_total_exposure=0.500000,candidate
1561305599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.544795; max_total_exposure=0.500000,candidate
1561319999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.550368; max_total_exposure=0.500000,candidate
1561334399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.546935; max_total_exposure=0.500000,candidate
1561348799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.542682; max_total_exposure=0.500000,candidate
1561363199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.544883; max_total_exposure=0.500000,candidate
1561377599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.547663; max_total_exposure=0.500000,candidate
1561391999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.547634; max_total_exposure=0.500000,candidate
1561406399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.547812; max_total_exposure=0.500000,candidate
1561420799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.550329; max_total_exposure=0.500000,candidate
1561435199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.552902; max_total_exposure=0.500000,candidate
1561449599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.557401; max_total_exposure=0.500000,candidate
1561463999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.558284; max_total_exposure=0.500000,candidate
1561478399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.557568; max_total_exposure=0.500000,candidate
1561492799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.558145; max_total_exposure=0.500000,candidate
1561507199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.566808; max_total_exposure=0.500000,candidate
1561521599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.575929; max_total_exposure=0.500000,candidate
1561535999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.581275; max_total_exposure=0.500000,candidate
1561550399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.584270; max_total_exposure=0.500000,candidate
1561564799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.587915; max_total_exposure=0.500000,candidate
1561579199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.607121; max_total_exposure=0.500000,candidate
1561593599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.591728; max_total_exposure=0.500000,candidate
1561607999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.589656; max_total_exposure=0.500000,candidate
1561622399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.580469; max_total_exposure=0.500000,candidate
1561636799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.575774; max_total_exposure=0.500000,candidate
1561651199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.566998; max_total_exposure=0.500000,candidate
1564502399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.501590; max_total_exposure=0.500000,candidate
1564545599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.501244; max_total_exposure=0.500000,candidate
1564559999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.502913; max_total_exposure=0.500000,candidate
1564574399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.503538; max_total_exposure=0.500000,candidate
1564588799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.510896; max_total_exposure=0.500000,candidate
1564603199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.509156; max_total_exposure=0.500000,candidate
1564617599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.511663; max_total_exposure=0.500000,candidate
1564631999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.509359; max_total_exposure=0.500000,candidate
1564646399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.508662; max_total_exposure=0.500000,candidate
1564660799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.508729; max_total_exposure=0.500000,candidate
1564675199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.510005; max_total_exposure=0.500000,candidate
1564689599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.516648; max_total_exposure=0.500000,candidate
1564703999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.518854; max_total_exposure=0.500000,candidate
1564718399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.517909; max_total_exposure=0.500000,candidate
1564732799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.522590; max_total_exposure=0.500000,candidate
1564747199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.521062; max_total_exposure=0.500000,candidate
1564761599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.524494; max_total_exposure=0.500000,candidate
1564775999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.520519; max_total_exposure=0.500000,candidate
1564790399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.522407; max_total_exposure=0.500000,candidate
1564804799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.528372; max_total_exposure=0.500000,candidate
1564819199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.529508; max_total_exposure=0.500000,candidate
1564833599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.527571; max_total_exposure=0.500000,candidate
1564847999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.527319; max_total_exposure=0.500000,candidate
1564862399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.530033; max_total_exposure=0.500000,candidate
1564876799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.529257; max_total_exposure=0.500000,candidate
1564891199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.527828; max_total_exposure=0.500000,candidate
1564905599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.525850; max_total_exposure=0.500000,candidate
1564919999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.525816; max_total_exposure=0.500000,candidate
1564934399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.532171; max_total_exposure=0.500000,candidate
1564948799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.531647; max_total_exposure=0.500000,candidate
1564963199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.531831; max_total_exposure=0.500000,candidate
1564977599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.545837; max_total_exposure=0.500000,candidate
1564991999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.548145; max_total_exposure=0.500000,candidate
1565006399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.550393; max_total_exposure=0.500000,candidate
1565020799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.549811; max_total_exposure=0.500000,candidate
1565035199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.549863; max_total_exposure=0.500000,candidate
1565049599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.551465; max_total_exposure=0.500000,candidate
1565063999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.548963; max_total_exposure=0.500000,candidate
1565078399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.558797; max_total_exposure=0.500000,candidate
1565092799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.550393; max_total_exposure=0.500000,candidate
1565107199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.548756; max_total_exposure=0.500000,candidate
1565121599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.548967; max_total_exposure=0.500000,candidate
1565135999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.544087; max_total_exposure=0.500000,candidate
1565150399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.547491; max_total_exposure=0.500000,candidate
1565164799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.545314; max_total_exposure=0.500000,candidate
1565179199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.549684; max_total_exposure=0.500000,candidate
1565193599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.547966; max_total_exposure=0.500000,candidate
1565207999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.550711; max_total_exposure=0.500000,candidate
1565222399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.554502; max_total_exposure=0.500000,candidate
1565236799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.554109; max_total_exposure=0.500000,candidate
1565251199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.553364; max_total_exposure=0.500000,candidate
1565265599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.551424; max_total_exposure=0.500000,candidate
1565279999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.548603; max_total_exposure=0.500000,candidate
1565294399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.546967; max_total_exposure=0.500000,candidate
1565308799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.555012; max_total_exposure=0.500000,candidate
1565323199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.552347; max_total_exposure=0.500000,candidate
1565337599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.552396; max_total_exposure=0.500000,candidate
1565351999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.548862; max_total_exposure=0.500000,candidate
1565366399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.549672; max_total_exposure=0.500000,candidate
1565380799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.551640; max_total_exposure=0.500000,candidate
1565395199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.552533; max_total_exposure=0.500000,candidate
1565409599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.551679; max_total_exposure=0.500000,candidate
1565423999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.551485; max_total_exposure=0.500000,candidate
1565438399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.542212; max_total_exposure=0.500000,candidate
1565452799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.542618; max_total_exposure=0.500000,candidate
1565467199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.540767; max_total_exposure=0.500000,candidate
1565481599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.540333; max_total_exposure=0.500000,candidate
1582430399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.503154; max_total_exposure=0.500000,candidate
1582444799999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.505533; max_total_exposure=0.500000,candidate
1582459199999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.504135; max_total_exposure=0.500000,candidate
1582473599999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.505057; max_total_exposure=0.500000,candidate
1582487999999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.505307; max_total_exposure=0.500000,candidate
1582502399999,exposure_within_max_total,scenario=harsh; phase=close; exposure=0.506939; max_total_exposure=0.500000,candidate
