fold,threshold,auc,log_loss,sharpe,cagr,mdd,end_equity,bar_count,signal
1,0.7354650264072181,0.7647058823529411,0.5849474581399324,0.5471483011185946,0.13542173240088617,-0.35816839454264293,12102.651388534774,3294,imbalance_ratio_base
2,0.7053638238221653,0.7777777777777778,0.5076831175340523,1.673563919523555,0.6852188711099969,-0.29953068069544453,21844.29651932727,3282,imbalance_ratio_base
3,0.7638295018015532,0.8958333333333334,0.4755300250756388,1.8344830414129036,0.669690424778236,-0.13236946834247343,16687.142704082748,2190,imbalance_ratio_base
4,0.7711788968312182,0.6904761904761905,0.6136217151463907,0.16606607662751888,0.013890490068299455,-0.10838399637694351,10092.136083583608,1458,imbalance_ratio_base
1,0.7161185404161897,0.7303921568627451,0.5972955790563771,0.5294555186316824,0.12841416826679009,-0.3581683945426426,11990.587462007674,3294,ema12_imbalance_ratio_base
2,0.7048089693417956,0.8080808080808081,0.5331997582984043,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,ema12_imbalance_ratio_base
3,0.7432716704655687,0.8819444444444445,0.5028421061645828,1.7965099373724691,0.6572892792842255,-0.13236946834247365,16563.344610428147,2190,ema12_imbalance_ratio_base
4,0.7630869521634837,0.7619047619047618,0.5820957910086725,0.22780899088674175,0.024001229285465442,-0.10088867970449733,10158.935069432107,1458,ema12_imbalance_ratio_base
1,0.7148300920237765,0.7254901960784313,0.598889568312395,0.5471483011185946,0.13542173240088617,-0.35816839454264293,12102.651388534774,3294,ema28_imbalance_ratio_base
2,0.7116370054490344,0.8080808080808081,0.5367120009877026,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,ema28_imbalance_ratio_base
3,0.7461199652037143,0.8680555555555556,0.5100047117661544,1.8365758732484907,0.6782108820268495,-0.13236946834247365,16772.200074004406,2190,ema28_imbalance_ratio_base
4,0.7566325813970095,0.8095238095238095,0.5795244553927961,0.22780899088674175,0.024001229285465442,-0.10088867970449733,10158.935069432107,1458,ema28_imbalance_ratio_base
1,0.7208803630578383,0.7205882352941176,0.6007218316422624,0.5471483011185946,0.13542173240088617,-0.35816839454264293,12102.651388534774,3294,osc_12_28_imbalance_ratio_base
2,0.7088475870800426,0.8518518518518519,0.5150721243235685,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,osc_12_28_imbalance_ratio_base
3,0.7425291456839666,0.9166666666666666,0.48178328370840945,1.8492833371595665,0.6720153952952483,-0.13134745083413157,16710.35229121981,2190,osc_12_28_imbalance_ratio_base
4,0.7611989560184451,0.7619047619047618,0.5769803161526204,0.22780899088674175,0.024001229285465442,-0.10088867970449733,10158.935069432107,1458,osc_12_28_imbalance_ratio_base
1,0.7194752007739724,0.7205882352941176,0.5999156054976886,0.5471483011185946,0.13542173240088617,-0.35816839454264293,12102.651388534774,3294,pos_count4_imbalance_ratio_base
2,0.7078173899064246,0.8417508417508417,0.5238049180538963,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,pos_count4_imbalance_ratio_base
3,0.7613085656965621,0.8819444444444445,0.5058245242877406,1.880015588401675,0.6915824049504589,-0.1323694683424731,16905.683299627104,2190,pos_count4_imbalance_ratio_base
4,0.7754555890915635,0.8333333333333334,0.5584850203131387,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,9889.008977112977,1458,pos_count4_imbalance_ratio_base
1,0.7354419894893378,0.7647058823529411,0.5851098268787706,0.5471483011185946,0.13542173240088617,-0.35816839454264293,12102.651388534774,3294,imbalance_ratio_quote
2,0.7050907383363714,0.7777777777777778,0.5077378282692511,1.673563919523555,0.6852188711099969,-0.29953068069544453,21844.29651932727,3282,imbalance_ratio_quote
3,0.7637400575111175,0.8958333333333334,0.47575227918242224,1.8344830414129036,0.669690424778236,-0.13236946834247343,16687.142704082748,2190,imbalance_ratio_quote
4,0.7708742978130059,0.6904761904761905,0.6135375994709356,0.16606607662751888,0.013890490068299455,-0.10838399637694351,10092.136083583608,1458,imbalance_ratio_quote
1,0.7161453650553348,0.7303921568627451,0.597280725489407,0.5294555186316824,0.12841416826679009,-0.3581683945426426,11990.587462007674,3294,ema12_imbalance_ratio_quote
2,0.7051351312782155,0.8080808080808081,0.5332741358311778,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,ema12_imbalance_ratio_quote
3,0.7431569248041962,0.8819444444444445,0.5028920068885195,1.7965099373724691,0.6572892792842255,-0.13236946834247365,16563.344610428147,2190,ema12_imbalance_ratio_quote
4,0.7630840227218645,0.7619047619047618,0.5821208261584119,0.22780899088674175,0.024001229285465442,-0.10088867970449733,10158.935069432107,1458,ema12_imbalance_ratio_quote
1,0.7148451796798804,0.7254901960784313,0.5988800593915002,0.5471483011185946,0.13542173240088617,-0.35816839454264293,12102.651388534774,3294,ema28_imbalance_ratio_quote
2,0.7117536570297818,0.8080808080808081,0.536787937805979,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,ema28_imbalance_ratio_quote
3,0.7461199643475747,0.8680555555555556,0.510004712098779,1.8365758732484907,0.6782108820268495,-0.13236946834247365,16772.200074004406,2190,ema28_imbalance_ratio_quote
4,0.7566188162201198,0.8095238095238095,0.5795131877642462,0.22780899088674175,0.024001229285465442,-0.10088867970449733,10158.935069432107,1458,ema28_imbalance_ratio_quote
1,0.7208803631465484,0.7205882352941176,0.6007218316652739,0.5471483011185946,0.13542173240088617,-0.35816839454264293,12102.651388534774,3294,osc_12_28_imbalance_ratio_quote
2,0.7088231588406453,0.8518518518518519,0.5151091607162763,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,osc_12_28_imbalance_ratio_quote
3,0.7423673129540136,0.9166666666666666,0.48192761768528547,1.8492833371595665,0.6720153952952483,-0.13134745083413157,16710.35229121981,2190,osc_12_28_imbalance_ratio_quote
4,0.7611128001954258,0.7619047619047618,0.577179620495772,0.22780899088674175,0.024001229285465442,-0.10088867970449733,10158.935069432107,1458,osc_12_28_imbalance_ratio_quote
1,0.7194752007739724,0.7205882352941176,0.5999156054976886,0.5471483011185946,0.13542173240088617,-0.35816839454264293,12102.651388534774,3294,pos_count4_imbalance_ratio_quote
2,0.7078173899064246,0.8417508417508417,0.5238049180538963,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,pos_count4_imbalance_ratio_quote
3,0.7613085656965621,0.8819444444444445,0.505550342285946,1.880015588401675,0.6915824049504589,-0.1323694683424731,16905.683299627104,2190,pos_count4_imbalance_ratio_quote
4,0.7753299452446692,0.8333333333333334,0.5551912801815603,0.22780899088674175,0.024001229285465442,-0.10088867970449733,10158.935069432107,1458,pos_count4_imbalance_ratio_quote
1,0.7331132144129398,0.7745098039215685,0.5827626766820699,0.5471483011185946,0.13542173240088617,-0.35816839454264293,12102.651388534774,3294,net_quote_norm_28
2,0.7165144010194747,0.7845117845117846,0.5100708658906988,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,net_quote_norm_28
3,0.7621001159853663,0.9305555555555556,0.4559590617366359,1.8748853616073395,0.6907685794534777,-0.13236946834247343,16897.559199494557,2190,net_quote_norm_28
4,0.7810947578898261,0.6190476190476191,0.6718437024657196,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,9889.008977112977,1458,net_quote_norm_28
1,0.7108344035420231,0.7450980392156863,0.5908833543051171,0.5294555186316824,0.12841416826679009,-0.3581683945426426,11990.587462007674,3294,ema12_net_quote_norm_28
2,0.7236330292131512,0.7744107744107744,0.5315900592631004,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,ema12_net_quote_norm_28
3,0.7498013513154992,0.9027777777777778,0.48907091614415293,1.8218015200830404,0.6633457885240508,-0.13236946834247354,16623.805632326945,2190,ema12_net_quote_norm_28
4,0.7562068282033496,0.7857142857142856,0.5927559007767946,0.22780899088674175,0.024001229285465442,-0.10088867970449733,10158.935069432107,1458,ema12_net_quote_norm_28
1,0.71651455805805,0.7254901960784313,0.5941579899707543,0.5294555186316824,0.12841416826679009,-0.3581683945426426,11990.587462007674,3294,ema28_net_quote_norm_28
2,0.7234932931482705,0.7744107744107744,0.5388153650659573,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,ema28_net_quote_norm_28
3,0.7508818764961706,0.8819444444444445,0.5019330591805715,1.8344830414129036,0.669690424778236,-0.13236946834247343,16687.142704082748,2190,ema28_net_quote_norm_28
4,0.7702645739100117,0.7857142857142857,0.5836819293991502,0.22780899088674175,0.024001229285465442,-0.10088867970449733,10158.935069432107,1458,ema28_net_quote_norm_28
1,0.7208803716579764,0.7205882352941176,0.60072183618474,0.5471483011185946,0.13542173240088617,-0.35816839454264293,12102.651388534774,3294,osc_12_28_net_quote_norm_28
2,0.6960363699260391,0.8215488215488216,0.5153141484635293,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,osc_12_28_net_quote_norm_28
3,0.7383850650590928,0.9166666666666667,0.47933088432907633,1.86220503243314,0.6843438485767563,-0.13236946834247354,16833.423479048266,2190,osc_12_28_net_quote_norm_28
4,0.7596823217992944,0.6666666666666666,0.5962915405910431,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,9889.008977112977,1458,osc_12_28_net_quote_norm_28
1,0.7194752007739724,0.7205882352941176,0.5999156054976886,0.5471483011185946,0.13542173240088617,-0.35816839454264293,12102.651388534774,3294,pos_count4_net_quote_norm_28
2,0.7078173899064246,0.8417508417508417,0.5238049180538963,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,pos_count4_net_quote_norm_28
3,0.7613085656965621,0.8819444444444445,0.505550342285946,1.880015588401675,0.6915824049504589,-0.1323694683424731,16905.683299627104,2190,pos_count4_net_quote_norm_28
4,0.7753299452446692,0.8333333333333334,0.5551912801815603,0.22780899088674175,0.024001229285465442,-0.10088867970449733,10158.935069432107,1458,pos_count4_net_quote_norm_28
1,0.7208803711208965,0.7205882352941176,0.6007218366499593,0.5471483011185946,0.13542173240088617,-0.35816839454264293,12102.651388534774,3294,vol_surprise_quote_28
2,0.7112972015012706,0.7946127946127947,0.5236780071694077,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,vol_surprise_quote_28
3,0.75259352114809,0.9027777777777778,0.48516603963292776,1.8748853616073395,0.6907685794534777,-0.13236946834247343,16897.559199494557,2190,vol_surprise_quote_28
4,0.7671884916318306,0.8095238095238095,0.5757879372430665,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,9889.008977112977,1458,vol_surprise_quote_28
1,0.71979655400879,0.7205882352941176,0.6052688596310305,0.5294555186316824,0.12841416826679009,-0.3581683945426426,11990.587462007674,3294,ema12_vol_surprise_quote_28
2,0.7097760417841872,0.8383838383838383,0.5251875916823454,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,ema12_vol_surprise_quote_28
3,0.7461199705488,0.8680555555555556,0.5100046669975759,1.8365758732484907,0.6782108820268495,-0.13236946834247365,16772.200074004406,2190,ema12_vol_surprise_quote_28
4,0.7603182475063059,0.8571428571428572,0.5757960951920834,0.22780899088674175,0.024001229285465442,-0.10088867970449733,10158.935069432107,1458,ema12_vol_surprise_quote_28
1,0.7271877475569236,0.7352941176470589,0.6079819765863532,0.5895043181604989,0.1510229925242521,-0.35816839454264304,12353.393320973317,3294,ema28_vol_surprise_quote_28
2,0.7097760419954965,0.8383838383838383,0.525187594740342,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,ema28_vol_surprise_quote_28
3,0.7458377080858585,0.8680555555555556,0.5097053638205581,1.8365758732484907,0.6782108820268495,-0.13236946834247365,16772.200074004406,2190,ema28_vol_surprise_quote_28
4,0.7592503677408883,0.8571428571428572,0.5765989147855873,0.22780899088674175,0.024001229285465442,-0.10088867970449733,10158.935069432107,1458,ema28_vol_surprise_quote_28
1,0.7208803416224188,0.7205882352941176,0.6007218286662827,0.5471483011185946,0.13542173240088617,-0.35816839454264293,12102.651388534774,3294,osc_12_28_vol_surprise_quote_28
2,0.7056663873711883,0.8282828282828283,0.5280303702487593,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,osc_12_28_vol_surprise_quote_28
3,0.746119961725906,0.8680555555555556,0.5100046960047885,1.8365758732484907,0.6782108820268495,-0.13236946834247365,16772.200074004406,2190,osc_12_28_vol_surprise_quote_28
4,0.7659431432853564,0.8333333333333334,0.5765716395784756,0.22780899088674175,0.024001229285465442,-0.10088867970449733,10158.935069432107,1458,osc_12_28_vol_surprise_quote_28
1,0.7208803687293279,0.7205882352941176,0.6007218363773524,0.5471483011185946,0.13542173240088617,-0.35816839454264293,12102.651388534774,3294,pos_count4_vol_surprise_quote_28
2,0.7101143527699761,0.8350168350168351,0.5254445796385733,1.70282487288893,0.7006778484145237,-0.29953068069544453,22144.983703362606,3282,pos_count4_vol_surprise_quote_28
3,0.7461199708714579,0.8680555555555556,0.510004688185528,1.8365758732484907,0.6782108820268495,-0.13236946834247365,16772.200074004406,2190,pos_count4_vol_surprise_quote_28
4,0.7613261199337943,0.8095238095238095,0.5751146328912212,0.22780899088674175,0.024001229285465442,-0.10088867970449733,10158.935069432107,1458,pos_count4_vol_surprise_quote_28
